objectid,datetimeprocessed,directionDegrees,displayState,latitude,longitude,sensorBits,sensorValues,sequenceId,servicetype,servicetype_timestamp,speedKmph,vehicle_name,vehicle_number
50000,6/28/2024 13:26,188,Idle,41.613957,-87.433771,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17188,Plowing,6/28/2024 13:25,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50036,6/28/2024 13:26,188,Idle,41.613946,-87.433766,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17189,Plowing,6/28/2024 13:25,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50073,6/28/2024 13:26,188,Idle,41.613936,-87.433762,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17190,Plowing,6/28/2024 13:26,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50118,6/28/2024 13:26,188,Idle,41.613931,-87.43376,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17191,Plowing,6/28/2024 13:26,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50122,6/28/2024 13:26,188,Idle,41.613931,-87.433756,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17192,Plowing,6/28/2024 13:26,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50269,6/28/2024 13:26,188,Idle,41.613926,-87.433754,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17193,Plowing,6/28/2024 13:26,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50332,6/28/2024 13:27,188,Idle,41.613934,-87.433753,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17194,Plowing,6/28/2024 13:27,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50392,6/28/2024 13:27,188,Idle,41.613937,-87.43375,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17195,Plowing,6/28/2024 13:27,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50446,6/28/2024 13:27,188,Idle,41.613935,-87.433743,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17196,Plowing,6/28/2024 13:27,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50487,6/28/2024 13:27,188,Idle,41.613933,-87.433731,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17197,Plowing,6/28/2024 13:27,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50549,6/28/2024 13:28,188,Idle,41.61393,-87.433727,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17198,Plowing,6/28/2024 13:28,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50605,6/28/2024 13:28,188,Idle,41.613931,-87.433723,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17199,Plowing,6/28/2024 13:28,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50654,6/28/2024 13:28,188,Idle,41.613927,-87.433728,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17200,Plowing,6/28/2024 13:28,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50704,6/28/2024 13:28,188,Idle,41.613918,-87.433729,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17201,Plowing,6/28/2024 13:28,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50754,6/28/2024 13:29,188,Idle,41.613913,-87.433728,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17202,Plowing,6/28/2024 13:29,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50801,6/28/2024 13:29,188,Idle,41.613917,-87.433727,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17203,Plowing,6/28/2024 13:29,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50863,6/28/2024 13:29,188,Idle,41.613922,-87.433731,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17204,Plowing,6/28/2024 13:29,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50913,6/28/2024 13:29,188,Idle,41.613924,-87.43373,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17205,Plowing,6/28/2024 13:29,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
50972,6/28/2024 13:30,188,Idle,41.613928,-87.43373,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17206,Plowing,6/28/2024 13:30,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51029,6/28/2024 13:30,188,Idle,41.613926,-87.433731,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17207,Plowing,6/28/2024 13:30,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51080,6/28/2024 13:30,188,Idle,41.613917,-87.433729,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17208,Plowing,6/28/2024 13:30,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51132,6/28/2024 13:30,188,Idle,41.613914,-87.433725,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17209,Plowing,6/28/2024 13:30,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51186,6/28/2024 13:31,188,Idle,41.613911,-87.433724,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17210,Plowing,6/28/2024 13:31,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51244,6/28/2024 13:31,188,Idle,41.613907,-87.433724,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17211,Plowing,6/28/2024 13:31,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51297,6/28/2024 13:31,188,Idle,41.613902,-87.433721,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17212,Plowing,6/28/2024 13:31,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51352,6/28/2024 13:31,188,Idle,41.613914,-87.433727,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17213,Plowing,6/28/2024 13:31,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51408,6/28/2024 13:32,188,Idle,41.613923,-87.433736,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17214,Plowing,6/28/2024 13:32,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51462,6/28/2024 13:32,188,Idle,41.61393,-87.433736,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17215,Plowing,6/28/2024 13:32,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51516,6/28/2024 13:32,188,Idle,41.613934,-87.433743,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17216,Plowing,6/28/2024 13:32,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51572,6/28/2024 13:32,188,Idle,41.613938,-87.433749,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17217,Plowing,6/28/2024 13:32,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51652,6/28/2024 13:33,188,Idle,41.613934,-87.433743,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17218,Plowing,6/28/2024 13:33,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51722,6/28/2024 13:33,188,Idle,41.61392,-87.433731,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17219,Plowing,6/28/2024 13:33,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51769,6/28/2024 13:33,188,Idle,41.613911,-87.433728,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17220,Plowing,6/28/2024 13:33,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51827,6/28/2024 13:33,188,Idle,41.613908,-87.433729,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17221,Plowing,6/28/2024 13:33,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51887,6/28/2024 13:34,188,Idle,41.613906,-87.433731,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17222,Plowing,6/28/2024 13:34,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51938,6/28/2024 13:34,119,Idle,41.613901,-87.433728,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17223,Plowing,6/28/2024 13:34,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
51999,6/28/2024 13:34,119,Idle,41.613907,-87.433734,2,"[""Sensor PTO1-OFF"",""Sensor PTO2-ON"",""Sensor PTO4-OFF""]",17224,Plowing,6/28/2024 13:34,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52026,6/28/2024 13:34,119,Idle,41.613911,-87.433734,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17225,In-transit,6/28/2024 13:34,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52089,6/28/2024 13:35,119,Idle,41.613911,-87.433729,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17226,In-transit,6/28/2024 13:34,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52137,6/28/2024 13:35,243,Idle,41.613918,-87.433733,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17227,In-transit,6/28/2024 13:35,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52192,6/28/2024 13:35,268,Idle,41.613938,-87.433775,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17228,In-transit,6/28/2024 13:35,3,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52207,6/28/2024 13:35,276,Idle,41.613941,-87.433802,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17229,In-transit,6/28/2024 13:35,4,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52299,6/28/2024 13:36,278,Idle,41.61397,-87.434109,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17230,In-transit,6/28/2024 13:35,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52361,6/28/2024 13:36,278,Stop,41.61397,-87.434109,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17231,In-transit,6/28/2024 13:35,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52359,6/28/2024 13:36,278,Idle,41.613979,-87.434121,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17232,In-transit,6/28/2024 13:36,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52406,6/28/2024 13:36,278,Idle,41.61399,-87.434119,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17233,In-transit,6/28/2024 13:36,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52464,6/28/2024 13:36,278,Idle,41.613987,-87.434124,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17234,In-transit,6/28/2024 13:36,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52520,6/28/2024 13:37,278,Idle,41.613984,-87.43413,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17235,In-transit,6/28/2024 13:36,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52579,6/28/2024 13:37,278,Idle,41.613985,-87.434127,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17236,In-transit,6/28/2024 13:37,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52631,6/28/2024 13:37,278,Idle,41.613983,-87.434135,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17237,In-transit,6/28/2024 13:37,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52689,6/28/2024 13:37,278,Idle,41.613989,-87.434135,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17238,In-transit,6/28/2024 13:37,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52743,6/28/2024 13:38,278,Idle,41.614007,-87.434131,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17239,In-transit,6/28/2024 13:37,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52796,6/28/2024 13:38,278,Idle,41.614001,-87.434129,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17240,In-transit,6/28/2024 13:38,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52860,6/28/2024 13:38,278,Idle,41.614003,-87.434141,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17241,In-transit,6/28/2024 13:38,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52900,6/28/2024 13:38,278,Idle,41.613997,-87.434138,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17242,In-transit,6/28/2024 13:38,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
52959,6/28/2024 13:39,278,Idle,41.613991,-87.434125,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17243,In-transit,6/28/2024 13:38,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53017,6/28/2024 13:39,278,Idle,41.61398,-87.434117,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17244,In-transit,6/28/2024 13:39,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53079,6/28/2024 13:39,278,Idle,41.613974,-87.43411,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17245,In-transit,6/28/2024 13:39,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53129,6/28/2024 13:39,278,Idle,41.613977,-87.434117,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17246,In-transit,6/28/2024 13:39,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53188,6/28/2024 13:40,278,Idle,41.613997,-87.434124,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17247,In-transit,6/28/2024 13:39,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53238,6/28/2024 13:40,278,Idle,41.614016,-87.43413,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17248,In-transit,6/28/2024 13:40,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53291,6/28/2024 13:40,278,Idle,41.614015,-87.434122,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17249,In-transit,6/28/2024 13:40,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53351,6/28/2024 13:40,278,Idle,41.614004,-87.434108,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17250,In-transit,6/28/2024 13:40,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53398,6/28/2024 13:41,278,Idle,41.613988,-87.434107,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17251,In-transit,6/28/2024 13:40,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53446,6/28/2024 13:41,278,Idle,41.613985,-87.434101,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17252,In-transit,6/28/2024 13:41,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53507,6/28/2024 13:41,278,Idle,41.613982,-87.434095,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17253,In-transit,6/28/2024 13:41,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53568,6/28/2024 13:41,278,Idle,41.61398,-87.434094,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17254,In-transit,6/28/2024 13:41,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53622,6/28/2024 13:42,278,Idle,41.613991,-87.4341,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17255,In-transit,6/28/2024 13:41,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53676,6/28/2024 13:42,278,Idle,41.613998,-87.434105,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17256,In-transit,6/28/2024 13:42,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53733,6/28/2024 13:42,278,Idle,41.613996,-87.434114,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17257,In-transit,6/28/2024 13:42,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53792,6/28/2024 13:42,278,Idle,41.613993,-87.434114,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17258,In-transit,6/28/2024 13:42,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53842,6/28/2024 13:43,278,Idle,41.613988,-87.434116,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17259,In-transit,6/28/2024 13:42,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53900,6/28/2024 13:43,278,Idle,41.613993,-87.43412,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17260,In-transit,6/28/2024 13:43,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
53959,6/28/2024 13:43,278,Idle,41.613996,-87.434101,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17261,In-transit,6/28/2024 13:43,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54023,6/28/2024 13:43,278,Idle,41.614001,-87.434089,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17262,In-transit,6/28/2024 13:43,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54078,6/28/2024 13:44,278,Idle,41.614002,-87.434095,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17263,In-transit,6/28/2024 13:43,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54121,6/28/2024 13:44,278,Idle,41.613999,-87.4341,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17264,In-transit,6/28/2024 13:44,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54184,6/28/2024 13:44,278,Idle,41.61399,-87.434105,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17265,In-transit,6/28/2024 13:44,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54230,6/28/2024 13:44,278,Idle,41.613999,-87.434116,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17266,In-transit,6/28/2024 13:44,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54300,6/28/2024 13:45,278,Idle,41.614004,-87.434113,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17267,In-transit,6/28/2024 13:44,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54365,6/28/2024 13:45,278,Idle,41.614004,-87.434118,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17268,In-transit,6/28/2024 13:45,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54421,6/28/2024 13:45,278,Idle,41.614011,-87.434123,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17269,In-transit,6/28/2024 13:45,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54465,6/28/2024 13:45,278,Idle,41.614006,-87.43414,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17270,In-transit,6/28/2024 13:45,0,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54490,6/28/2024 13:46,237,Idle,41.613987,-87.434183,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17271,In-transit,6/28/2024 13:45,5,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54541,6/28/2024 13:46,237,Moving,41.613987,-87.434183,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17272,In-transit,6/28/2024 13:45,5,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54542,6/28/2024 13:46,307,Moving,41.61383,-87.434606,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17273,In-transit,6/28/2024 13:46,14,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54589,6/28/2024 13:46,359,Moving,41.614354,-87.434871,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17274,In-transit,6/28/2024 13:46,17,147 - PUBLIC WORKS,147 - PUBLIC WORKS
54641,6/28/2024 13:46,358,Moving,41.61496,-87.434898,0,"[""Sensor PTO1-OFF"",""Sensor PTO2-OFF"",""Sensor PTO4-OFF""]",17275,In-transit,6/28/2024 13:46,20,147 - PUBLIC WORKS,147 - PUBLIC WORKS
